Fiyat,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ortalama Yakıt Tüketimi,Yakıt Deposu
2.100.000 TL,Mercedes - Benz,E,250 CGI BlueEFFICIENCY AMG,2012,61.500 km,Otomatik,Benzin,Beyaz,Coupe,1796 cc,204 hp,Arkadan İtiş,"6,4 lt",66 lt
2.315.000 TL,Mercedes - Benz,C,C 200 D AMG,2020,63.000 km,Otomatik,Dizel,Sedan,Kırmızı,1598 cc,160 hp,Arkadan İtiş,"4,2 lt",66 lt
3.195.000 TL,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2024,6.001 km,Yarı Otomatik,Dizel,Sedan,Gri,1968 cc,204 hp,4WD (Sürekli),"4,8 lt",58 lt
4.700.000 TL,Mercedes - Benz,E,220 D AMG,2021,53.000 km,Otomatik,Dizel,Sedan,Siyah,1950 cc,194 hp,4WD (Sürekli),"5,4 lt",50 lt
5.250.000 TL,Mercedes - Benz,S,S 350 BlueTEC 4Matic,2015,215.000 km,Otomatik,Dizel,Sedan,Siyah,2987 cc,258 hp,4WD (Sürekli),"6,2 lt",78 lt
3.425.000 TL,BMW,5 Serisi,520i 50th Year M Edition,2022,35.000 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,"
",Takasa Uygun
4.365.000 TL,Mercedes - Benz,E,220 D AMG,2021,53.000 km,Otomatik,Dizel,Sedan,Füme,1950 cc,194 hp,4WD (Sürekli),"5,4 lt",50 lt
2.695.000 TL,Tesla,Model Y,Performance,2023,31.480 km,Otomatik,Elektrik,Hatchback/5,Bordo,-,426 - 450 HP,4WD (Sürekli),"
",Takasa Uygun Değil
2.075.000 TL,Mercedes - Benz,E,180 Exclusive,2017,235.000 km,Otomatik,Benzin,Sedan,Siyah,1595 cc,156 hp,Arkadan İtiş,"6,5 lt",50 lt
4.050.000 TL,BMW,i Serisi,i4 eDrive40 M Sport,2023,6.600 km,Otomatik,Elektrik,Hatchback/5,Bordo,-,201 - 225 HP,Arkadan İtiş,"
",Takasa Uygun
2.625.000 TL,Audi,A5,A5 Sportback 40 TDI Quattro S Line,2020,136.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1968 cc,204 hp,4WD (Sürekli),"4,8 lt",58 lt
2.375.000 TL,BMW,5 Serisi,520i M Sport,2018,117.000 km,Otomatik,Benzin,Sedan,Beyaz,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
5.840.000 TL,Mercedes - Benz,E,300 D Exclusive,2023,43.000 km,Otomatik,Dizel,Sedan,Siyah,1992 cc,265 hp,4WD (Sürekli),"5,6 lt",50 lt
3.545.000 TL,Honda,Civic,2.0 Type-R,2023,7.092 km,Düz,Benzin,Hatchback/5,Beyaz,1996 cc,329 hp,Önden Çekiş,"8,2 lt",47 lt
2.652.900 TL,Volkswagen,Passat Variant,1.5 TSI Elegance,2024,6.400 km,Yarı Otomatik,Benzin,Station wagon,Gri (Gümüş),1498 cc,150 hp,Önden Çekiş,"5,3 lt",66 lt
2.175.000 TL,Mercedes - Benz,C,C 180 AMG,2017,51.000 km,Otomatik,Benzin,Coupe,Beyaz,1595 cc,156 hp,Arkadan İtiş,"5,4 lt",41 lt
3.275.000 TL,BMW,3 Serisi,320i Edition M Sport,2023,18.021 km,Otomatik,Benzin,Sedan,Gri (metalik),1597 cc,170 hp,Arkadan İtiş,"7,3 lt",59 lt
3.950.000 TL,Mercedes - Benz,E,200 d Exclusive,2022,13.000 km,Otomatik,Dizel,Sedan,Gri,1597 cc,160 hp,Arkadan İtiş,"4,7 lt",50 lt
2.350.000 TL,Mercedes - Benz,CLS,350 CDI Innovation Sport,2013,105.000 km,Otomatik,Dizel,Siyah,Coupe,2987 cc,265 hp,4WD (Sürekli),"6,9 lt",59 lt
2.050.000 TL,Mercedes - Benz,C,C 180 AMG,2015,117.123 km,Otomatik,Benzin,Sedan,Beyaz,1595 cc,156 hp,Arkadan İtiş,"5,8 lt",41 lt
2.665.000 TL,Tesla,Model Y,Long Range AWD,2023,6.100 km,Otomatik,Elektrik,Hatchback/5,Lacivert,-,351 - 375 HP,4WD (Sürekli),"
",Takasa Uygun Değil
6.650.000 TL,Audi,E-Tron GT,GT Quattro,2022,57.000 km,Otomatik,Elektrik,Sedan,Füme,-,476 - 500 HP,4WD (Sürekli),"
",Takasa Uygun
5.400.000 TL,BMW,6 Serisi,630i Gran Turismo M Sport,2023,52.807 km,Otomatik,Benzin,Hatchback/5,Siyah,1998 cc,258 hp,Arkadan İtiş,"7,3 lt",68 lt
2.610.900 TL,Mercedes - Benz,E,220 D Exclusive,2018,263.000 km,Otomatik,Dizel,Sedan,Siyah,1950 cc,194 hp,4WD (Sürekli),"4,8 lt",50 lt
2.080.000 TL,BMW,2 Serisi,218i Gran Coupe M Sport,2022,58.000 km,Otomatik,Benzin,Coupe,Mavi,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun
2.180.000 TL,Audi,A3,A3 Sedan 35 TFSI S-Line,2023,56.500 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun
2.099.000 TL,BMW,5 Serisi,530i Luxury Line,2017,185.000 km,Otomatik,Benzin,Sedan,Beyaz,1998 cc,252 hp,Arkadan İtiş,"6,2 lt",68 lt
6.250.000 TL,Mercedes - Benz,S,65 AMG,2010,120.000 km,Otomatik,Benzin,Sedan,Siyah,6001 cm3 ve üzeri,501 - 525 HP,-,Belirtilmemiş,Takasa Uygun
2.200.000 TL,BMW,5 Serisi,520i Executive,2016,112.000 km,Otomatik,Benzin,Sedan,Beyaz,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
2.165.000 TL,Skoda,SuperB,1.5 TSI Prestige,2023,23.000 km,Yarı Otomatik,Benzin,Sedan,Siyah,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt
2.595.000 TL,Mercedes - Benz,E,200 AMG,2016,135.000 km,Otomatik,Benzin,Sedan,Beyaz,1991 cc,184 hp,Arkadan İtiş,"6,3 lt",50 lt
3.169.750 TL,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2024,6.001 km,Otomatik,Dizel,Sedan,Mavi,1801 - 2000 cm3,201 - 225 HP,4WD (Sürekli),"
",Takasa Uygun Değil
5.000.000 TL,Mercedes - Benz,E,180 Edition E,2024,6.100 km,Otomatik,LPG & Benzin,Sedan,Siyah,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,"
",Takasa Uygun
6.335.000 TL,Volvo,S60,2.0 B5 Plus Bright,2024,7.200 km,Otomatik,Dizel,Sedan,Mavi,1969 cc,250 hp,4WD (Sürekli),"6,4 lt",60 lt
7.450.000 TL,Mercedes - Benz,S,S 400 400d Long AMG,2018,96.000 km,Otomatik,Dizel,Sedan,Siyah,2925 cc,340 hp,AWD (Elektronik),Belirtilmemiş,Takasa Uygun Değil
8.500.000 TL,Mercedes - Benz,Maybach S,S 600,2009,149.000 km,Otomatik,Benzin,Sedan,Siyah,5513 cc,517 hp,Arkadan İtiş,Belirtilmemiş,Takasa Uygun Değil
2.615.000 TL,Volvo,S90,2.0 D5 Inscription,2020,232.315 km,Otomatik,Dizel,Sedan,Beyaz,1969 cc,235 hp,4WD (Sürekli),"4,8 lt",60 lt
3.090.000 TL,BMW,5 Serisi,530i Executive M,2017,82.000 km,Otomatik,Benzin,Sedan,Siyah,1998 cc,252 hp,Arkadan İtiş,68 lt,"
"
2.000.000 TL,BMW,5 Serisi,520i Executive,2016,29.000 km,Otomatik,Benzin,Sedan,Beyaz,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
2.500.000 TL,Mercedes - Benz,C,C 200 AMG,2020,42.500 km,Otomatik,Benzin,Sedan,Siyah,1497 cc,184 hp,4WD (Sürekli),"6,7 lt",41 lt
2.050.000 TL,BMW,3 Serisi,318i Edition Sport Line,2017,92.000 km,Otomatik,Benzin,Sedan,Gri,1499 cc,136 hp,Arkadan İtiş,5 lt,60 lt
2.650.000 TL,BMW,3 Serisi,320i M Sport,2022,96.500 km,Otomatik,Benzin,Sedan,Gri (metalik),1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt
2.900.000 TL,BMW,5 Serisi,520i Special Edition Luxury,2021,68.450 km,Otomatik,Benzin,Sedan,Siyah,1597 cc,170 hp,Arkadan İtiş,"7,1 lt",68 lt
2.627.750 TL,Audi,A6,A6 Sedan 2.0 TDI Quattro,2018,52.741 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),"
",Takasa Uygun
3.977.500 TL,Mercedes - Benz,E,200 d Avantgarde,2020,105.000 km,Otomatik,Dizel,Sedan,Gri (titanyum),1597 cc,160 hp,Arkadan İtiş,50 lt,Belirtilmemiş
5.300.000 TL,Mercedes - Benz,EQS,580 Heritage Edition,2022,33.068 km,Otomatik,Elektrik,Gri,523 hp,4WD (Sürekli),İkinci El,"
",Galeriden,
2.275.000 TL,Mercedes - Benz,C,C 200 d BlueTEC Avantgarde,2017,47.000 km,Otomatik,Dizel,Sedan,Füme,1598 cc,136 hp,Arkadan İtiş,"4,2 lt",41 lt
2.465.000 TL,Audi,A6,A6 Sedan 2.0 TDI,2016,130.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1968 cc,190 hp,Önden Çekiş,"4,4 lt",65 lt
2.100.000 TL,Mercedes - Benz,A,A 200 AMG,2020,39.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1332 cc,163 hp,Önden Çekiş,"5,4 lt",43 lt
2.100.000 TL,Audi,A3,A3 Sportback 30 TFSI Dynamic,2021,55.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,116 hp,Önden Çekiş,"4,5 lt",50 lt
3.375.000 TL,Mercedes - Benz,C,C 200 AMG,2023,27.000 km,Otomatik,Benzin,Gri,Coupe,1497 cc,184 hp,4WD (Sürekli),7 lt,50 lt
3.450.000 TL,BMW,5 Serisi,520i 50th Year M Edition,2023,31.000 km,Otomatik,Benzin,Sedan,Gri,İkinci El,Belirtilmemiş,Sahibinden,,
3.945.000 TL,Volvo,S90,2.0 D B5 Plus Bright,2023,35.000 km,Otomatik,Dizel,Sedan,Mavi,1801 - 2000 cm3,226 - 250 HP,4WD (Sürekli),"
",Takasa Uygun
2.799.900 TL,Mercedes - Benz,E,220 D AMG,2017,170.000 km,Otomatik,Dizel,Sedan,Beyaz,1950 cc,194 hp,4WD (Sürekli),"4,8 lt",50 lt
2.269.900 TL,Mercedes - Benz,E,350 CDI BlueTEC Elite,2013,165.000 km,Otomatik,Dizel,Sedan,Siyah,2987 cc,252 hp,4WD (Sürekli),"6,4 lt",59 lt
3.149.900 TL,Audi,A5,A5 Coupe 45 TFSI Quattro S Line,2022,33.500 km,Yarı Otomatik,Benzin,Coupe,Mavi,1984 cc,265 hp,4WD (Sürekli),"6,7 lt",58 lt
2.100.000 TL,Audi,A6,A6 Sedan 2.0 TDI Quattro,2016,143.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1968 cc,190 hp,4WD (Sürekli),"4,4 lt",65 lt
2.125.000 TL,Mercedes - Benz,C,C 200 d BlueTEC AMG,2018,99.980 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Arkadan İtiş,"4,2 lt",41 lt
2.000.000 TL,BMW,4 Serisi,418i M Sport,2018,135.000 km,Otomatik,Benzin,Beyaz,Coupe,1499 cc,136 hp,Arkadan İtiş,"5,3 lt",60 lt
2.675.000 TL,BMW,3 Serisi,320i Executive M Sport,2021,46.500 km,Otomatik,Benzin,Sedan,Mavi (metalik),1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt
2.800.000 TL,Mercedes - Benz,SLK,300 AMG,2015,70.000 km,Otomatik,Benzin,Roadster,Beyaz,1991 cc,245 hp,Arkadan İtiş,"5,8 lt",60 lt
3.250.000 TL,Audi,A5,A5 Sportback 40 TDI Quattro Sport,2020,66.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (metalik),1968 cc,190 hp,4WD (Sürekli),"4,5 lt",58 lt
8.550.000 TL,Porsche,911,Carrera 4S,2013,89.000 km,Otomatik,Benzin,-,Beyaz,3800 cc,400 hp,4WD (Sürekli),"9,2 lt",68 lt
3.950.000 TL,Porsche,Panamera,Diesel,2012,230.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,2967 cc,300 hp,Arkadan İtiş,"6,4 lt",80 lt
4.760.000 TL,BMW,i Serisi,i5 eDrive30 M Sport,2023,6.100 km,Otomatik,Elektrik,Sedan,Gri,-,201 - 225 HP,Arkadan İtiş,"
",Takasa Uygun Değil
2.310.000 TL,Tesla,Model Y,Long Range AWD,2023,13.711 km,Otomatik,Elektrik,Hatchback/5,Beyaz,-,351 - 375 HP,4WD (Sürekli),"
",Takasa Uygun Değil
2.470.000 TL,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2022,78.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,201 - 225 HP,4WD (Sürekli),Belirtilmemiş,Takasa Uygun
3.010.000 TL,BMW,i Serisi,i4 eDrive40 M Sport,2022,43.500 km,Otomatik,Elektrik,Hatchback/5,Siyah,-,326 - 350 HP,Arkadan İtiş,"
",Takasa Uygun
4.027.900 TL,BMW,5 Serisi,520i 50th Year M Edition,2023,6.186 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,"
",Takasa Uygun Değil
2.090.000 TL,Mercedes - Benz,S,S 350 350 L,2006,369.000 km,Otomatik,Benzin,Sedan,Siyah,3501 - 4000 cm3,226 - 250 HP,4WD (Sürekli),"
",Takasa Uygun Değil
6.450.000 TL,Porsche,Taycan,4S Performance Plus,2021,29.434 km,Otomatik,Elektrik,Siyah,571 hp,4WD (Sürekli),İkinci El,"
",Galeriden,
2.105.000 TL,Porsche,Boxster,2006,81.331 km,Otomatik,Benzin,Roadster,Siyah,2687 cc,245 hp,Arkadan İtiş,İkinci El,64 lt,"
"
3.875.000 TL,Audi,A5,A5 Cabrio 45 TFSI Quattro Advanced,2022,22.567 km,Otomatik,Benzin,Gri (metalik),Cabrio,1801 - 2000 cm3,176 - 200 HP,-,"
",Takasa Uygun
2.685.000 TL,Audi,A7,3.0 TDI,2012,142.000 km,Otomatik,Dizel,Kahverengi,Coupe,2967 cc,245 hp,4WD (Sürekli),6 lt,75 lt
3.300.000 TL,Mercedes - Benz,E,180 AMG,2018,40.000 km,Otomatik,Benzin,Sedan,Siyah,1595 cc,156 hp,Arkadan İtiş,"6,5 lt",50 lt
3.100.000 TL,Volvo,S90,2.0 D5 Inscription,2020,115.000 km,Otomatik,Dizel,Sedan,Beyaz,1969 cc,235 hp,4WD (Sürekli),"4,8 lt",60 lt
2.450.000 TL,Mercedes - Benz,E,180 Exclusive,2018,159.000 km,Otomatik,Benzin,Sedan,Siyah,1595 cc,156 hp,Arkadan İtiş,"6,5 lt",50 lt
2.190.000 TL,Tesla,Model Y,Long Range AWD,2023,Otomatik,Elektrik,351 hp,4WD (Sürekli),43.000 km,514 kW,600 v,533 km,75 kWh,Beyaz
4.350.000 TL,Audi,A6,A6 Sedan 40 TDI Quattro Sport,2022,62.500 km,Yarı Otomatik,Dizel,Sedan,Siyah,1968 cc,204 hp,4WD (Sürekli),"4,3 lt",63 lt
3.100.000 TL,Audi,A6,A6 Sedan 2.0 TFSI Quattro,2019,132.000 km,Otomatik,Benzin,Sedan,Gri (metalik),İkinci El,"
",Sahibinden,,
2.400.000 TL,Tesla,Model 3,Performance,2023,Otomatik,Elektrik,513 hp,4WD (Sürekli),25.000 km,534 kW,1 v,514 km,81 kWh,Siyah
2.000.000 TL,Mercedes - Benz,C,C 180 Comfort 9G-Tronic,2017,28.660 km,Otomatik,Benzin,Sedan,Beyaz,1595 cc,156 hp,Arkadan İtiş,"5,9 lt",41 lt
3.800.000 TL,Porsche,Panamera,Diesel,2012,257.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,2967 cc,300 hp,Arkadan İtiş,"6,4 lt",80 lt
2.190.000 TL,BMW,M Serisi,M5,2009,207.000 km,Düz,Benzin,Sedan,Lacivert,4999 cc,507 hp,Arkadan İtiş,"14,8 lt",70 lt
2.975.000 TL,BMW,5 Serisi,520i Luxury Line,2022,64.000 km,Otomatik,Benzin,Sedan,Mavi,1597 cc,170 hp,Arkadan İtiş,"7,1 lt",68 lt
2.300.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion R Line,2019,39.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,4 lt,59 lt
2.215.000 TL,Mercedes - Benz,C,C 200 AMG,2020,133.500 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,176 - 200 HP,4WD (Sürekli),"
",Takasa Uygun
3.175.000 TL,Mercedes - Benz,E,200 d AMG,2020,138.000 km,Otomatik,Dizel,Sedan,Siyah,1597 cc,160 hp,Arkadan İtiş,"4,7 lt",50 lt
5.500.000 TL,Bentley,Continental,Flying Spur Speed,2008,145.000 km,Otomatik,Benzin,Sedan,Siyah,5998 cc,610 hp,4WD (Sürekli),"17,1 lt",90 lt
3.750.000 TL,Ferrari,550,5.5,2014,94.832 km,Otomatik,Dizel,Sedan,Gri,2501 - 3000 cm3,376 - 400 HP,4WD (Sürekli),"
",Takasa Uygun Değil
2.850.000 TL,Mercedes - Benz,S,S 350 350 L,2010,278.340 km,Otomatik,Benzin,Sedan,Siyah,3001 - 3500 cm3,251 - 275 HP,Arkadan İtiş,"
",Takasa Uygun Değil
8.500.000 TL,Nissan,GT-R,Black Edition,2011,36.550 km,Otomatik,Benzin,Füme,Coupe,3799 cc,485 hp,4WD (Sürekli),"12,4 lt",71 lt
4.950.000 TL,BMW,i Serisi,i8,2015,22.891 km,Otomatik,LPG & Benzin,Gri,Coupe,1500 cc,362 hp,4WD (Sürekli),"2,1 lt","
"
3.375.000 TL,BMW,3 Serisi,320i M Sport,2023,18.267 km,Otomatik,Benzin,Sedan,Gri (metalik),1597 cc,170 hp,Arkadan İtiş,"7,3 lt",59 lt
4.225.000 TL,BMW,i Serisi,i5 M60 xDrive,2023,6.766 km,Otomatik,Elektrik,Sedan,Gri,-,218 hp,Arkadan İtiş,Belirtilmemiş,Takasa Uygun Değil
2.850.000 TL,Audi,A8,3.0 TDI Quattro Long,2012,226.000 km,Otomatik,Dizel,Sedan,Siyah,2501 - 3000 cm3,251 - 275 HP,-,"
",Takasa Uygun
7.750.000 TL,Porsche,Taycan,Turbo,2021,6.234 km,Otomatik,Elektrik,Gri,680 hp,4WD (Sürekli),İkinci El,"
",Galeriden,
3.450.000 TL,BMW,i Serisi,i4 M50,2022,22.450 km,Otomatik,Elektrik,Gri,544 hp,4WD (Sürekli),İkinci El,"
",Galeriden,
2.550.000 TL,Volvo,S60,2.0 B5 Plus Bright,2023,19.500 km,Otomatik,Benzin,Sedan,Gri,1969 cc,250 hp,4WD (Sürekli),"6,4 lt",60 lt
2.100.000 TL,Mercedes - Benz,A,A 200 AMG+,2023,23.000 km,Yarı Otomatik,Benzin,Hatchback/5,Siyah,1332 cc,163 hp,Önden Çekiş,"5,2 lt",43 lt
2.775.000 TL,Mercedes - Benz,E,180 Exclusive,2018,127.000 km,Otomatik,Benzin,Sedan,Siyah,1595 cc,156 hp,Arkadan İtiş,"6,5 lt",50 lt
2.100.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Elegance,2020,61.500 km,Yarı Otomatik,Dizel,Sedan,Mavi,1598 cc,120 hp,Önden Çekiş,4 lt,59 lt
2.050.000 TL,BMW,1 Serisi,118i M Sport,2023,44.000 km,Otomatik,Benzin,Hatchback/5,Mavi (metalik),1499 cc,140 hp,Önden Çekiş,6 lt,42 lt
2.300.000 TL,Mercedes - Benz,A,A 200 AMG+,2023,15.000 km,Otomatik,Hibrit,Sedan,Beyaz,İkinci El,"
",Takasa Uygun Değil,,
4.092.000 TL,BMW,i Serisi,i5 eDrive30 M Sport,2023,Otomatik,Elektrik,218 hp,Arkadan İtiş,23.158 km,290 kW,16 v,556 km,82 kWh,Siyah
2.435.000 TL,Audi,A6,A6 Sedan 2.0 TFSI Quattro,2017,90.500 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1984 cc,252 hp,4WD (Sürekli),"6,9 lt",65 lt
5.150.000 TL,BMW,7 Serisi,740d xDrive Long Pure Excellence,2018,143.512 km,Otomatik,Dizel,Sedan,Siyah,2993 cc,320 hp,4WD (Sürekli),5 lt,78 lt
4.570.000 TL,BMW,5 Serisi,530i xDrive M Sport,2022,56.000 km,Otomatik,Benzin,Sedan,Mavi,1801 - 2000 cm3,251 - 275 HP,4WD (Sürekli),"
",Takasa Uygun
3.195.000 TL,BMW,4 Serisi,420i Edition M Sport,2020,15.950 km,Otomatik,Benzin,Coupe,Siyah,1597 cc,170 hp,Arkadan İtiş,"6,1 lt",59 lt
2.095.000 TL,Jaguar,XE,2.0 D R-Sport Plus,2018,144.528 km,Otomatik,Dizel,Sedan,Siyah,1999 cc,180 hp,Arkadan İtiş,"4,2 lt",56 lt
2.725.000 TL,Volkswagen,Golf,2.0 TSi R 4Motion,2023,13.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1984 cc,320 hp,4WD (Sürekli),7 lt,51 lt
7.995.000 TL,Bentley,Continental,GT,2012,67.848 km,Otomatik,Benzin,Gri,Coupe,3993 cc,507 hp,4WD (Sürekli),"10,6 lt",90 lt
5.250.000 TL,BMW,6 Serisi,640d,2013,91.227 km,Otomatik,Dizel,Beyaz,Coupe,2993 cc,313 hp,Arkadan İtiş,"5,4 lt",70 lt
4.150.000 TL,Mercedes - Benz,CL,63 AMG,2008,134.000 km,Otomatik,Benzin,Siyah,Coupe,6208 cc,525 hp,Arkadan İtiş,"14,9 lt",88 lt
2.160.000 TL,Audi,A3,A3 Sedan 35 TFSI S-Line,2021,19.900 km,Yarı Otomatik,Benzin,Sedan,Kırmızı,1498 cc,150 hp,Önden Çekiş,"4,9 lt",50 lt
2.285.750 TL,Audi,A5,A5 Sportback 1.4 TFSI,2018,113.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1395 cc,150 hp,Önden Çekiş,"5,5 lt",54 lt
3.000.000 TL,BMW,3 Serisi,320i First Edition M Sport,2021,19.500 km,Otomatik,Benzin,Sedan,Beyaz,1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt
2.950.000 TL,BMW,3 Serisi,320i First Edition M Sport,2021,19.500 km,Otomatik,Benzin,Sedan,Beyaz,İkinci El,Belirtilmemiş,Sahibinden,,
3.050.000 TL,Mercedes - Benz,E,180 Exclusive,2017,10.350 km,Otomatik,Benzin,Sedan,Beyaz,1595 cc,156 hp,Arkadan İtiş,"6,5 lt",50 lt
2.125.000 TL,Mercedes - Benz,E,250 CGI AMG Premium,2012,74.995 km,Otomatik,Benzin,Sedan,Gri (metalik),1796 cc,204 hp,Arkadan İtiş,"7,6 lt",59 lt
2.300.000 TL,Mercedes - Benz,A,A 200 AMG+,2023,7.000 km,Otomatik,Hibrit,Hatchback/5,Beyaz,İkinci El,"
",Sahibinden,,
2.750.000 TL,Tesla,Model Y,Performance,2023,Otomatik,Elektrik,534 hp,4WD (Sürekli),19.000 km,77 kW,300 v,534 km,300 kWh,Beyaz
3.750.000 TL,Mercedes - Benz,E,200 d Exclusive,2020,7.080 km,Otomatik,Dizel,Sedan,Siyah,1597 cc,160 hp,Arkadan İtiş,"4,3 lt",50 lt
3.100.000 TL,Mercedes - Benz,SL,320,1997,234.271 km,Otomatik,Benzin,Coupe,Gri,3199 cc,137 hp,Arkadan İtiş,"
",Takasa Uygun Değil
2.125.000 TL,BMW,5 Serisi,520i Prestige,2017,101.600 km,Otomatik,Benzin,Sedan,Beyaz,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt
2.250.000 TL,Mercedes - Benz,C,C 180 AMG,2016,30.000 km,Otomatik,Benzin,Beyaz,Coupe,1595 cc,156 hp,Arkadan İtiş,"5,4 lt",41 lt
2.835.000 TL,Audi,A4,A4 Sedan 40 TDI Advanced,2023,29.054 km,Yarı Otomatik,Dizel,Sedan,Mavi,1968 cc,190 hp,Önden Çekiş,"4,6 lt",54 lt
7.650.000 TL,Maserati,Quattroporte,3.0,2015,11.297 km,Otomatik,Benzin,Sedan,Gri,2979 cc,410 hp,4WD (Sürekli),"10,6 lt",80 lt
2.175.000 TL,Mercedes - Benz,E,180 Elite,2015,83.000 km,Otomatik,Benzin,Sedan,Beyaz,1595 cc,156 hp,Arkadan İtiş,"6,6 lt",59 lt
3.000.000 TL,Mercedes - Benz,S,S 400 400 L,2016,121.000 km,Otomatik,Benzin,Sedan,Siyah,-,-,-,"
",-
2.505.000 TL,Mercedes - Benz,C,C 200 AMG,2021,62.000 km,Otomatik,Benzin,Sedan,Gri (metalik),1497 cc,184 hp,4WD (Sürekli),"6,7 lt",41 lt
2.625.000 TL,BMW,5 Serisi,520i Executive M Sport,2018,86.000 km,Otomatik,Benzin,Sedan,Siyah,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
3.450.000 TL,BMW,4 Serisi,420i Gran Coupe M Sport,2023,17.800 km,Otomatik,Benzin,Siyah,Coupe,1597 cc,170 hp,Arkadan İtiş,"7,3 lt",59 lt
9.000.000 TL,BMW,M Serisi,M4 Competition,2021,19.000 km,Otomatik,Benzin,-,Gri,2993 cc,510 hp,4WD (Sürekli),"10,2 lt",59 lt
3.250.000 TL,Mercedes - Benz,S,S 350 BlueTEC 4Matic,2014,312.000 km,Otomatik,Dizel,Sedan,Siyah,2987 cc,258 hp,4WD (Sürekli),"6,2 lt",78 lt
7.350.000 TL,Mercedes - Benz,EQS,580 Heritage Edition,2022,6.001 km,Otomatik,Elektrik,Sedan,Beyaz,-,501 - 525 HP,4WD (Sürekli),"
",Takasa Uygun
3.449.900 TL,Volvo,V90 Cross Country,2.0 B5 Ultimate Bright,2023,36.987 km,Otomatik,Dizel,Station wagon,Füme,1801 - 2000 cm3,226 - 250 HP,4WD (Sürekli),"
",Takasa Uygun
2.075.000 TL,Peugeot,508,1.5 BlueHDI Allure,2024,6.001 km,Otomatik,Dizel,Sedan,Beyaz,1499 cc,130 hp,Önden Çekiş,"5,1 lt",55 lt
2.520.000 TL,Audi,A6,A6 Sedan 2.0 TDI Quattro,2016,112.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1968 cc,190 hp,4WD (Sürekli),"4,4 lt",65 lt
3.100.000 TL,Mercedes - Benz,E,200 d AMG,2020,69.500 km,Otomatik,Dizel,Sedan,Gri (Gümüş),1597 cc,160 hp,Arkadan İtiş,"4,3 lt",50 lt
2.750.000 TL,BMW,5 Serisi,520d xDrive Sport Line,2017,239.000 km,Otomatik,Dizel,Sedan,Lacivert,1995 cc,190 hp,4WD (Sürekli),"5,2 lt",66 lt
2.990.000 TL,BMW,5 Serisi,520i Executive M Sport,2020,54.000 km,Otomatik,Benzin,Sedan,Mavi,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
3.600.000 TL,Audi,A7,3.0 TDI,2014,152.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,2967 cc,272 hp,4WD (Sürekli),"5,2 lt",73 lt
2.200.000 TL,Volvo,S90,2.0 D5 Inscription,2016,229.000 km,Otomatik,Dizel,Sedan,Siyah,1969 cc,235 hp,4WD (Sürekli),"4,8 lt",60 lt
